date,close,adj_close,volume,ticker
1980-06-02,3.104167,3.104167,208800,AMD
1980-06-02,0.355469,0.202238,6355200,INTEL
1980-06-03,3.020833,3.020833,283200,AMD
1980-06-03,0.346354,0.197052,15244800,INTEL
1980-06-04,3.072917,3.072917,218400,AMD
1980-06-04,0.351563,0.200015,7680000,INTEL
1980-06-05,3.020833,3.020833,147600,AMD
1980-06-05,0.351563,0.200015,6470400,INTEL
1980-06-06,3.0,3.0,428400,AMD
1980-06-06,0.348958,0.198533,28723200,INTEL
1980-06-09,2.864583,2.864583,426000,AMD
1980-06-09,0.346354,0.197052,7545600,INTEL
1980-06-10,2.96875,2.96875,464400,AMD
1980-06-10,0.35026,0.199274,17280000,INTEL
1980-06-11,3.052083,3.052083,182400,AMD
1980-06-11,0.354167,0.201497,3206400,INTEL
1980-06-12,3.09375,3.09375,404400,AMD
1980-06-12,0.348958,0.198533,10809600,INTEL
1980-06-13,3.09375,3.09375,67200,AMD
1980-06-13,0.348958,0.198533,3590400,INTEL
1980-06-16,3.03125,3.03125,242400,AMD
1980-06-16,0.348958,0.198533,7987200,INTEL
1980-06-17,3.0625,3.0625,214800,AMD
1980-06-17,0.347656,0.197793,12864000,INTEL
1980-06-18,3.020833,3.020833,606000,AMD
1980-06-18,0.345052,0.196311,8064000,INTEL
1980-06-19,2.96875,2.96875,220800,AMD
1980-06-19,0.338542,0.192607,13689600,INTEL
1980-06-20,2.927083,2.927083,99600,AMD
1980-06-20,0.339844,0.193348,7027200,INTEL
1980-06-23,2.9375,2.9375,198000,AMD
1980-06-23,0.339844,0.193348,9888000,INTEL
1980-06-24,2.9375,2.9375,102000,AMD
1980-06-24,0.339844,0.193348,9676800,INTEL
1980-06-25,3.072917,3.072917,358800,AMD
1980-06-25,0.34375,0.19557,15494400,INTEL
1980-06-26,3.020833,3.020833,246000,AMD
1980-06-26,0.34375,0.19557,10156800,INTEL
1980-06-27,3.041667,3.041667,78000,AMD
1980-06-27,0.345052,0.196311,6912000,INTEL
1980-06-30,3.041667,3.041667,205200,AMD
1980-06-30,0.342448,0.19483,5337600,INTEL
1980-07-01,3.072917,3.072917,195600,AMD
1980-07-01,0.347656,0.197793,9811200,INTEL
1980-07-02,3.177083,3.177083,181200,AMD
1980-07-02,0.35026,0.199274,6585600,INTEL
1980-07-03,3.34375,3.34375,390000,AMD
1980-07-03,0.352865,0.200756,4550400,INTEL
1980-07-07,3.458333,3.458333,355200,AMD
1980-07-07,0.365885,0.208164,19545600,INTEL
1980-07-08,3.385417,3.385417,826800,AMD
1980-07-08,0.373698,0.212609,13190400,INTEL
1980-07-09,3.4375,3.4375,394800,AMD
1980-07-09,0.373698,0.212609,9388800,INTEL
1980-07-10,3.5,3.5,318000,AMD
1980-07-10,0.378906,0.215572,14092800,INTEL
1980-07-11,3.614583,3.614583,433200,AMD
1980-07-11,0.377604,0.214831,9888000,INTEL
1980-07-14,3.729167,3.729167,464400,AMD
1980-07-14,0.38151,0.217053,15052800,INTEL
1980-07-15,3.708333,3.708333,583200,AMD
1980-07-15,0.393229,0.22372,20678400,INTEL
1980-07-16,3.614583,3.614583,334800,AMD
1980-07-16,0.39974,0.227425,11692800,INTEL
1980-07-17,3.645833,3.645833,255600,AMD
1980-07-17,0.408854,0.23261,15456000,INTEL
1980-07-18,3.614583,3.614583,422400,AMD
1980-07-18,0.419271,0.238537,12576000,INTEL
1980-07-21,3.572917,3.572917,378000,AMD
1980-07-21,0.419271,0.238537,14208000,INTEL
1980-07-22,3.572917,3.572917,746400,AMD
1980-07-22,0.414063,0.235574,14150400,INTEL
1980-07-23,3.5625,3.5625,398400,AMD
1980-07-23,0.410156,0.233351,8371200,INTEL
1980-07-24,3.583333,3.583333,123600,AMD
1980-07-24,0.407552,0.231869,11616000,INTEL
1980-07-25,3.510417,3.510417,260400,AMD
1980-07-25,0.403646,0.229647,22156800,INTEL
1980-07-28,3.520833,3.520833,253200,AMD
1980-07-28,0.407552,0.231869,7372800,INTEL
1980-07-29,3.739583,3.739583,1060800,AMD
1980-07-29,0.425781,0.24224,11424000,INTEL
1980-07-30,4.03125,4.03125,711600,AMD
1980-07-30,0.438802,0.249648,12614400,INTEL
1980-07-31,4.135417,4.135417,528000,AMD
1980-07-31,0.441406,0.25113,24384000,INTEL
1980-08-01,4.260417,4.260417,670800,AMD
1980-08-01,0.434896,0.247426,9523200,INTEL
1980-08-04,4.3125,4.3125,290400,AMD
1980-08-04,0.441406,0.25113,5721600,INTEL
1980-08-05,4.364583,4.364583,508800,AMD
1980-08-05,0.44401,0.252611,6720000,INTEL
1980-08-06,4.239583,4.239583,351600,AMD
1980-08-06,0.440104,0.250389,11193600,INTEL
1980-08-07,4.21875,4.21875,218400,AMD
1980-08-07,0.445313,0.253353,8812800,INTEL
1980-08-08,4.270833,4.270833,471600,AMD
1980-08-08,0.451823,0.257057,5817600,INTEL
1980-08-11,4.416667,4.416667,542400,AMD
1980-08-11,0.480469,0.273354,7276800,INTEL
1980-08-12,4.354167,4.354167,445200,AMD
1980-08-12,0.481771,0.274095,22406400,INTEL
1980-08-13,4.270833,4.270833,234000,AMD
1980-08-13,0.472656,0.268909,12153600,INTEL
1980-08-14,4.385417,4.385417,428400,AMD
1980-08-14,0.472656,0.268909,8793600,INTEL
1980-08-15,4.333333,4.333333,206400,AMD
1980-08-15,0.466146,0.265205,41011200,INTEL
1980-08-18,4.104167,4.104167,427200,AMD
1980-08-18,0.453125,0.257797,7699200,INTEL
1980-08-19,3.947917,3.947917,639600,AMD
1980-08-19,0.446615,0.254093,8889600,INTEL
1980-08-20,4.166667,4.166667,649200,AMD
1980-08-20,0.455729,0.259279,11808000,INTEL
1980-08-21,4.416667,4.416667,307200,AMD
1980-08-21,0.460938,0.262242,11251200,INTEL
1980-08-22,4.5625,4.5625,718800,AMD
1980-08-22,0.463542,0.263724,38515200,INTEL
1980-08-25,4.520833,4.520833,333600,AMD
1980-08-25,0.463542,0.263724,11174400,INTEL
1980-08-26,4.635417,4.635417,284400,AMD
1980-08-26,0.463542,0.263724,20160000,INTEL
1980-08-27,4.479167,4.479167,297600,AMD
1980-08-27,0.46224,0.262983,3513600,INTEL
1980-08-28,4.375,4.375,334800,AMD
1980-08-28,0.458333,0.26076,6451200,INTEL
1980-08-29,4.270833,4.270833,613200,AMD
1980-08-29,0.455729,0.259279,15552000,INTEL
1980-09-02,4.239583,4.239583,242400,AMD
1980-09-02,0.46224,0.262983,6816000,INTEL
1980-09-03,4.4375,4.4375,350400,AMD
1980-09-03,0.476563,0.271132,9292800,INTEL
1980-09-04,4.479167,4.479167,435600,AMD
1980-09-04,0.480469,0.273354,16147200,INTEL
1980-09-05,4.53125,4.53125,322800,AMD
1980-09-05,0.477865,0.271872,6259200,INTEL
1980-09-08,4.302083,4.302083,309600,AMD
1980-09-08,0.464844,0.264464,4300800,INTEL
1980-09-09,4.354167,4.354167,213600,AMD
1980-09-09,0.466146,0.265205,13632000,INTEL
1980-09-10,4.416667,4.416667,615600,AMD
1980-09-10,0.460938,0.262242,10099200,INTEL
1980-09-11,4.5,4.5,285600,AMD
1980-09-11,0.463542,0.263724,5990400,INTEL
1980-09-12,4.395833,4.395833,212400,AMD
1980-09-12,0.46224,0.262983,4800000,INTEL
1980-09-15,4.3125,4.3125,207600,AMD
1980-09-15,0.457031,0.26002,5337600,INTEL
1980-09-16,4.5,4.5,600000,AMD
1980-09-16,0.470052,0.267427,9139200,INTEL
1980-09-17,4.677083,4.677083,558000,AMD
1980-09-17,0.490885,0.27928,11577600,INTEL
1980-09-18,4.739583,4.739583,588000,AMD
1980-09-18,0.492188,0.280021,14227200,INTEL
1980-09-19,5.03125,5.03125,632400,AMD
1980-09-19,0.496094,0.282244,6086400,INTEL
1980-09-22,5.25,5.25,472800,AMD
1980-09-22,0.488281,0.277799,8313600,INTEL
1980-09-23,5.427083,5.427083,972000,AMD
1980-09-23,0.470052,0.267427,7142400,INTEL
1980-09-24,5.708333,5.708333,627600,AMD
1980-09-24,0.464844,0.264464,10022400,INTEL
1980-09-25,5.572917,5.572917,406800,AMD
1980-09-25,0.459635,0.261501,11520000,INTEL
1980-09-26,5.114583,5.114583,858000,AMD
1980-09-26,0.453125,0.257797,9312000,INTEL
1980-09-29,4.833333,4.833333,922800,AMD
1980-09-29,0.454427,0.258538,3801600,INTEL
1980-09-30,5.177083,5.177083,811200,AMD
1980-09-30,0.463542,0.263724,6086400,INTEL
1980-10-01,5.041667,5.041667,584400,AMD
1980-10-01,0.46875,0.266687,5971200,INTEL
1980-10-02,4.96875,4.96875,420000,AMD
1980-10-02,0.467448,0.265946,4281600,INTEL
1980-10-03,5.177083,5.177083,547200,AMD
1980-10-03,0.483073,0.274836,5068800,INTEL
1980-10-06,5.375,5.375,351600,AMD
1980-10-06,0.513021,0.291874,10060800,INTEL
1980-10-07,5.4375,5.4375,418800,AMD
1980-10-07,0.514323,0.292615,9158400,INTEL
1980-10-08,5.4375,5.4375,318000,AMD
1980-10-08,0.503906,0.286688,25036800,INTEL
1980-10-09,5.53125,5.53125,276000,AMD
1980-10-09,0.502604,0.285947,8697600,INTEL
1980-10-10,5.166667,5.166667,385200,AMD
1980-10-10,0.497396,0.282984,6624000,INTEL
1980-10-13,5.375,5.375,213600,AMD
1980-10-13,0.5,0.284466,3235200,INTEL
1980-10-14,5.291667,5.291667,368400,AMD
1980-10-14,0.502604,0.285947,6652800,INTEL
1980-10-15,5.270833,5.270833,234000,AMD
1980-10-15,0.513021,0.291874,4416000,INTEL
1980-10-16,5.1875,5.1875,187200,AMD
1980-10-16,0.510417,0.290392,5942400,INTEL
1980-10-17,5.09375,5.09375,212400,AMD
1980-10-17,0.505208,0.287429,6988800,INTEL
1980-10-20,5.104167,5.104167,148800,AMD
1980-10-20,0.5,0.284466,6489600,INTEL
1980-10-21,5.114583,5.114583,289200,AMD
1980-10-21,0.494792,0.281503,8908800,INTEL
1980-10-22,5.1875,5.1875,123600,AMD
1980-10-22,0.5,0.284466,5136000,INTEL
1980-10-23,5.052083,5.052083,270000,AMD
1980-10-23,0.489583,0.278539,3206400,INTEL
1980-10-24,5.25,5.25,274800,AMD
1980-10-24,0.479167,0.272613,4204800,INTEL
1980-10-27,4.916667,4.916667,173400,AMD
1980-10-27,0.453125,0.257797,5769600,INTEL
1980-10-28,5.0,5.0,400200,AMD
1980-10-28,0.466146,0.265205,4473600,INTEL
1980-10-29,5.041667,5.041667,162600,AMD
1980-10-29,0.476563,0.271132,6844800,INTEL
1980-10-30,4.520833,4.520833,460800,AMD
1980-10-30,0.427083,0.242981,54960000,INTEL
1980-10-31,4.791667,4.791667,664800,AMD
1980-10-31,0.4375,0.248908,16579200,INTEL
1980-11-03,4.833333,4.833333,306600,AMD
1980-11-03,0.4375,0.248908,18777600,INTEL
1980-11-05,5.416667,5.416667,1045800,AMD
1980-11-05,0.46875,0.266687,16108800,INTEL
1980-11-06,5.166667,5.166667,450600,AMD
1980-11-06,0.440104,0.250389,20659200,INTEL
1980-11-07,5.145833,5.145833,222600,AMD
1980-11-07,0.447917,0.254834,7334400,INTEL
1980-11-10,5.354167,5.354167,201600,AMD
1980-11-10,0.445313,0.253353,8390400,INTEL
1980-11-11,5.520833,5.520833,232200,AMD
1980-11-11,0.453125,0.257797,8620800,INTEL
1980-11-12,5.666667,5.666667,252000,AMD
1980-11-12,0.46875,0.266687,13440000,INTEL
1980-11-13,6.041667,6.041667,472200,AMD
1980-11-13,0.479167,0.272613,9753600,INTEL
1980-11-14,6.333333,6.333333,687600,AMD
1980-11-14,0.5,0.284466,12028800,INTEL
1980-11-17,6.583333,6.583333,473400,AMD
1980-11-17,0.502604,0.285947,8515200,INTEL
1980-11-18,6.833333,6.833333,520800,AMD
1980-11-18,0.515625,0.293355,8467200,INTEL
1980-11-19,7.083333,7.083333,792000,AMD
1980-11-19,0.507813,0.288911,10387200,INTEL
1980-11-20,7.333333,7.333333,558000,AMD
1980-11-20,0.502604,0.285947,11251200,INTEL
1980-11-21,6.791667,6.791667,582600,AMD
1980-11-21,0.494792,0.281503,10684800,INTEL
1980-11-24,7.0,7.0,410400,AMD
1980-11-24,0.486979,0.277058,8688000,INTEL
1980-11-25,6.854167,6.854167,270000,AMD
1980-11-25,0.486979,0.277058,5990400,INTEL
1980-11-26,6.916667,6.916667,375600,AMD
1980-11-26,0.489583,0.278539,5654400,INTEL
1980-11-28,6.958333,6.958333,99600,AMD
1980-11-28,0.484375,0.275576,5088000,INTEL
1980-12-01,6.9375,6.9375,381600,AMD
1980-12-01,0.447917,0.254834,5328000,INTEL
1980-12-02,6.6875,6.6875,603600,AMD
1980-12-02,0.447917,0.254834,12768000,INTEL
1980-12-03,6.541667,6.541667,240600,AMD
1980-12-03,0.453125,0.257797,7478400,INTEL
1980-12-04,6.666667,6.666667,196800,AMD
1980-12-04,0.46224,0.262983,9398400,INTEL
1980-12-05,6.25,6.25,254400,AMD
1980-12-05,0.432292,0.245945,12278400,INTEL
1980-12-08,5.833333,5.833333,736800,AMD
1980-12-08,0.416667,0.237055,13363200,INTEL
1980-12-09,6.166667,6.166667,720600,AMD
1980-12-09,0.434896,0.247426,20572800,INTEL
1980-12-10,5.604167,5.604167,466200,AMD
1980-12-10,0.429688,0.244463,17558400,INTEL
1980-12-11,5.729167,5.729167,1254600,AMD
1980-12-11,0.416667,0.237055,23481600,INTEL
1980-12-12,5.854167,5.854167,514800,AMD
1980-12-12,0.429688,0.244463,12460800,INTEL
1980-12-15,5.916667,5.916667,201600,AMD
1980-12-15,0.429688,0.244463,8544000,INTEL
1980-12-16,5.583333,5.583333,609000,AMD
1980-12-16,0.432292,0.245945,16425600,INTEL
1980-12-17,5.333333,5.333333,858000,AMD
1980-12-17,0.424479,0.2415,15753600,INTEL
1980-12-18,5.270833,5.270833,461400,AMD
1980-12-18,0.421875,0.240018,18508800,INTEL
1980-12-19,4.958333,4.958333,661200,AMD
1980-12-19,0.401042,0.228166,31900800,INTEL
1980-12-22,5.041667,5.041667,546000,AMD
1980-12-22,0.401042,0.228166,19526400,INTEL
1980-12-23,5.354167,5.354167,1158600,AMD
1980-12-23,0.408854,0.23261,17145600,INTEL
1980-12-24,5.645833,5.645833,571800,AMD
1980-12-24,0.416667,0.237055,11808000,INTEL
1980-12-26,5.6875,5.6875,169200,AMD
1980-12-26,0.427083,0.242981,4300800,INTEL
1980-12-29,5.479167,5.479167,252000,AMD
1980-12-29,0.414063,0.235574,15782400,INTEL
1980-12-30,5.6875,5.6875,259800,AMD
1980-12-30,0.419271,0.238537,8131200,INTEL
1980-12-31,5.75,5.75,187200,AMD
1980-12-31,0.419271,0.238537,6624000,INTEL
1981-01-02,5.875,5.875,558000,AMD
1981-01-02,0.419271,0.238537,7795200,INTEL
1981-01-05,5.4375,5.4375,477000,AMD
1981-01-05,0.434896,0.247426,9187200,INTEL
1981-01-06,5.3125,5.3125,1014000,AMD
1981-01-06,0.424479,0.2415,16099200,INTEL
1981-01-07,5.1875,5.1875,1091400,AMD
1981-01-07,0.411458,0.234092,16857600,INTEL
1981-01-08,4.9375,4.9375,621000,AMD
1981-01-08,0.403646,0.229647,12556800,INTEL
1981-01-09,4.541667,4.541667,1116000,AMD
1981-01-09,0.403646,0.229647,8332800,INTEL
1981-01-12,4.666667,4.666667,1473000,AMD
1981-01-12,0.395833,0.225202,13574400,INTEL
1981-01-13,4.583333,4.583333,506400,AMD
1981-01-13,0.393229,0.22372,14630400,INTEL
1981-01-14,4.625,4.625,231600,AMD
1981-01-14,0.395833,0.225202,5702400,INTEL
1981-01-15,4.6875,4.6875,228000,AMD
1981-01-15,0.398438,0.226684,10051200,INTEL
1981-01-16,4.729167,4.729167,329400,AMD
1981-01-16,0.416667,0.237055,12768000,INTEL
1981-01-19,4.8125,4.8125,215400,AMD
1981-01-19,0.416667,0.237055,7180800,INTEL
1981-01-20,4.5625,4.5625,292200,AMD
1981-01-20,0.403646,0.229647,7017600,INTEL
1981-01-21,4.604167,4.604167,307800,AMD
1981-01-21,0.401042,0.228166,8976000,INTEL
1981-01-22,4.5625,4.5625,260400,AMD
1981-01-22,0.401042,0.228166,7286400,INTEL
1981-01-23,4.375,4.375,436800,AMD
1981-01-23,0.408854,0.23261,8803200,INTEL
1981-01-26,4.083333,4.083333,1447800,AMD
1981-01-26,0.398438,0.226684,11760000,INTEL
1981-01-27,4.145833,4.145833,699000,AMD
1981-01-27,0.395833,0.225202,10070400,INTEL
1981-01-28,4.125,4.125,514200,AMD
1981-01-28,0.395833,0.225202,6681600,INTEL
1981-01-29,4.125,4.125,234600,AMD
1981-01-29,0.395833,0.225202,7516800,INTEL
1981-01-30,3.9375,3.9375,307800,AMD
1981-01-30,0.388021,0.220757,8956800,INTEL
1981-02-02,3.479167,3.479167,1000800,AMD
1981-02-02,0.375,0.213349,17433600,INTEL
1981-02-03,4.0,4.0,1032600,AMD
1981-02-03,0.390625,0.222239,11328000,INTEL
1981-02-04,4.041667,4.041667,486600,AMD
1981-02-04,0.401042,0.228166,8448000,INTEL
1981-02-05,4.145833,4.145833,274200,AMD
1981-02-05,0.411458,0.234092,11702400,INTEL
1981-02-06,4.291667,4.291667,346200,AMD
1981-02-06,0.416667,0.237055,10963200,INTEL
1981-02-09,4.104167,4.104167,300600,AMD
1981-02-09,0.416667,0.237055,9312000,INTEL
1981-02-10,3.979167,3.979167,305400,AMD
1981-02-10,0.421875,0.240018,7132800,INTEL
1981-02-11,3.916667,3.916667,55800,AMD
1981-02-11,0.414063,0.235574,6374400,INTEL
1981-02-12,3.8125,3.8125,120000,AMD
1981-02-12,0.401042,0.228166,6873600,INTEL
1981-02-13,3.770833,3.770833,133200,AMD
1981-02-13,0.401042,0.228166,5577600,INTEL
1981-02-17,3.875,3.875,1065600,AMD
1981-02-17,0.411458,0.234092,4819200,INTEL
1981-02-18,3.895833,3.895833,245400,AMD
1981-02-18,0.414063,0.235574,11040000,INTEL
1981-02-19,3.791667,3.791667,151200,AMD
1981-02-19,0.414063,0.235574,13948800,INTEL
1981-02-20,3.708333,3.708333,414000,AMD
1981-02-20,0.395833,0.225202,16099200,INTEL
1981-02-23,3.854167,3.854167,197400,AMD
1981-02-23,0.390625,0.222239,12768000,INTEL
1981-02-24,3.916667,3.916667,419400,AMD
1981-02-24,0.388021,0.220757,18921600,INTEL
1981-02-25,3.75,3.75,1020600,AMD
1981-02-25,0.348958,0.198533,77721600,INTEL
1981-02-26,3.666667,3.666667,475800,AMD
1981-02-26,0.34375,0.19557,32524800,INTEL
1981-02-27,3.875,3.875,461400,AMD
1981-02-27,0.364583,0.207423,36057600,INTEL
1981-03-02,4.083333,4.083333,326400,AMD
1981-03-02,0.375,0.213349,19113600,INTEL
1981-03-03,4.0,4.0,222600,AMD
1981-03-03,0.367188,0.208905,21110400,INTEL
1981-03-04,3.958333,3.958333,225000,AMD
1981-03-04,0.361979,0.205941,17625600,INTEL
1981-03-05,3.75,3.75,262200,AMD
1981-03-05,0.351563,0.200015,8361600,INTEL
1981-03-06,3.833333,3.833333,152400,AMD
1981-03-06,0.351563,0.200015,14342400,INTEL
1981-03-09,3.854167,3.854167,225000,AMD
1981-03-09,0.351563,0.200015,10041600,INTEL
1981-03-10,3.8125,3.8125,132600,AMD
1981-03-10,0.356771,0.202978,10646400,INTEL
1981-03-11,3.791667,3.791667,180600,AMD
1981-03-11,0.341146,0.194089,16310400,INTEL
1981-03-12,4.083333,4.083333,195000,AMD
1981-03-12,0.359375,0.20446,9216000,INTEL
1981-03-13,3.958333,3.958333,273600,AMD
1981-03-13,0.364583,0.207423,10569600,INTEL
1981-03-16,4.229167,4.229167,405000,AMD
1981-03-16,0.367188,0.208905,13670400,INTEL
1981-03-17,4.1875,4.1875,543000,AMD
1981-03-17,0.351563,0.200015,17577600,INTEL
1981-03-18,4.166667,4.166667,263400,AMD
1981-03-18,0.356771,0.202978,20755200,INTEL
1981-03-19,4.104167,4.104167,153600,AMD
1981-03-19,0.354167,0.201497,8572800,INTEL
1981-03-20,4.166667,4.166667,301200,AMD
1981-03-20,0.364583,0.207423,14764800,INTEL
1981-03-23,4.333333,4.333333,539400,AMD
1981-03-23,0.367188,0.208905,8054400,INTEL
1981-03-24,4.395833,4.395833,438600,AMD
1981-03-24,0.369792,0.210386,14227200,INTEL
1981-03-25,4.520833,4.520833,446400,AMD
1981-03-25,0.385417,0.219276,11875200,INTEL
1981-03-26,4.458333,4.458333,361200,AMD
1981-03-26,0.380208,0.216312,15964800,INTEL
1981-03-27,4.291667,4.291667,247800,AMD
1981-03-27,0.380208,0.216312,17241600,INTEL
1981-03-30,4.229167,4.229167,413400,AMD
1981-03-30,0.380208,0.216312,5318400,INTEL
1981-03-31,4.354167,4.354167,339600,AMD
1981-03-31,0.377604,0.214831,4742400,INTEL
1981-04-01,4.25,4.25,138600,AMD
1981-04-01,0.380208,0.216312,8246400,INTEL
1981-04-02,4.125,4.125,271800,AMD
1981-04-02,0.382813,0.217794,9792000,INTEL
1981-04-03,4.0625,4.0625,757800,AMD
1981-04-03,0.377604,0.214831,13968000,INTEL
1981-04-06,4.083333,4.083333,668400,AMD
1981-04-06,0.375,0.213349,10358400,INTEL
1981-04-07,4.145833,4.145833,458400,AMD
1981-04-07,0.367188,0.208905,19910400,INTEL
1981-04-08,4.229167,4.229167,179400,AMD
1981-04-08,0.369792,0.210386,33004800,INTEL
1981-04-09,4.333333,4.333333,748200,AMD
1981-04-09,0.367188,0.208905,14505600,INTEL
1981-04-10,4.416667,4.416667,785400,AMD
1981-04-10,0.375,0.213349,12000000,INTEL
1981-04-13,4.604167,4.604167,849600,AMD
1981-04-13,0.398438,0.226684,8256000,INTEL
1981-04-14,4.5625,4.5625,665400,AMD
1981-04-14,0.401042,0.228166,8668800,INTEL
1981-04-15,4.645833,4.645833,316200,AMD
1981-04-15,0.403646,0.229647,8889600,INTEL
1981-04-16,4.791667,4.791667,683400,AMD
1981-04-16,0.408854,0.23261,37344000,INTEL
1981-04-20,5.145833,5.145833,547800,AMD
1981-04-20,0.408854,0.23261,6758400,INTEL
1981-04-21,4.770833,4.770833,987000,AMD
1981-04-21,0.416667,0.237055,12691200,INTEL
1981-04-22,4.875,4.875,491400,AMD
1981-04-22,0.421875,0.240018,14544000,INTEL
1981-04-23,4.958333,4.958333,900000,AMD
1981-04-23,0.414063,0.235574,5760000,INTEL
1981-04-24,4.9375,4.9375,697200,AMD
1981-04-24,0.416667,0.237055,18451200,INTEL
1981-04-27,4.791667,4.791667,320400,AMD
1981-04-27,0.408854,0.23261,9062400,INTEL
